 ,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Group1,Group2,RL105201RS,RL109401RS,RL104901RS,RL107201RS,RL101701RS,RL109001RS,RL108201RS,RL107701RS,RL102301RS,RL104601RS,RL100201RS,RL110101RS,RL107101RS,RL109301RS,RL108401RS,RL109601RS,RL108701RS,RL110201RS,RL101301RS,RL108301RS,RL102601RS,RL111001RS,RL101001RS,RL105101RS,RL106501RS,RL107801RS,RL109501RS,RL102501RS,RL104001RS,RL105301RS,RL110401RS,RL107901RS,RL102801RS,RL104101RS,RL102001RS,RL100901RS,RL105701RS,RL105501RS,RL111101RS,RL108901RS,RL106301RS,RL101201RS,RL105601RS,RL107001RS,RL106901RS,RL108801RS,RL103401RS,RL103001RS,RL103301RS,RL103701RS,RL109801RS,RL104501RS,RL107501RS,RL109201RS,RL108501RS,RL103201RS,RL100501RS,RL102201RS,RL104401RS,RL100601RS,RL104801RS,RL100301RS,RL105001RS,RL103601RS,RL110301RS,RL110001RS,RL100401RS,RL104201RS,RL104701RS,RL102401RS,RL105901RS,RL108001RS,RL107601RS,RL106401RS,RL103801RS,RL103901RS,RL101801RS,RL109901RS,RL101101RS,RL110901RS,RL105801RS,RL103501RS,RL110701RS,RL101501RS,RL100101RS,RL101601RS,RL106001RS,RL106201RS,RL106101RS,isotopes,adduct,pcgroup,Query Mass,Name,ID,Formula,Exact Mass,PPM Error,PubChem CID,HMDB,LIPID MAPS,KEGG,MMCD,METLIN,parser
49,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.31494319,5.217154809,5.204947068,5.157087899,5.140621159,5.16691831,5.092390764,5.177876876,5.115234293,5.107735555,5.126313273,5.107545739,5.09389075,5.162134081,5.153881908,5.099525262,4.922465945,5.119641831,5.018021904,5.073729345,5.276588168,5.292550671,5.261862138,5.294142038,5.312748421,5.262994211,5.202204871,5.19902251,5.272398632,5.201066498,5.099666832,5.156037024,5.159699507,5.082993495,4.939604106,4.879760868,5.064865885,4.966578155,5.027292514,5.044982452,5.265207097,5.268636467,5.242362506,5.216962478,5.197925317,5.174620857,5.201276926,5.232620067,5.237299882,5.206275241,5.028827362,5.186379906,5.180025465,5.133593192,5.083932402,5.145528917,5.081494928,5.031064933,5.099863572,5.135622348,5.108246966,5.100711643,5.08561163,5.050426161,5.266807708,5.307692816,5.281780802,5.246690573,5.274402648,5.265117477,5.214539205,5.18552799,5.173247473,5.170167804,5.133481424,5.161550667,5.180383966,5.055187139,5.078561935,5.020953475,5.00050349,4.841528399,5.067271768,5.008830032,4.857332496,4.999691541,5.021730795,5.02700693,4.908720868,,,,,C049,[7768] epsilon-caprolactam [6.388],,,,,,,,,,
50,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,7.053275522,7.020048461,7.054530324,7.004648691,7.070847154,6.99782439,7.021184212,6.995831065,7.0857161,7.092000059,6.981683226,6.945130571,6.934369305,7.031701666,6.976335166,6.970518282,7.072767249,6.991704777,6.983985705,6.958992185,7.040434088,7.090132227,7.098626388,7.108532247,7.040257853,7.087306592,7.060284611,7.081792142,7.04234468,7.108947974,7.098172598,7.015576471,6.957547334,7.015905132,7.006977908,6.93004738,6.871960359,6.988640101,7.00831732,6.96985916,7.049918339,7.035727318,7.044348088,7.056309231,7.000955525,7.033570064,6.987153164,7.072446628,7.070200022,7.024575062,7.084046008,7.042693618,7.024792767,6.975305592,6.994654381,6.967927771,7.034272735,6.977350729,7.012573912,6.899725538,7.001736568,6.999488013,7.015017719,6.993589199,7.106546995,7.06646048,7.062004873,7.074887867,7.11019995,7.032680758,7.123326023,7.034420964,7.050986841,7.101640411,7.053631874,7.039677749,6.979757414,7.002639595,7.029133844,7.007035472,6.884927501,6.914998864,6.880171104,7.040944459,7.026033232,6.958147401,6.986664625,6.961635957,6.962354417,,,,,C050,[985] palmitic acid [18.885],,,,,,,,,,
51,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,7.112628224,7.199202169,7.234515107,7.16000064,7.168417482,7.246099383,7.234954521,7.152837838,7.080170635,7.242558074,7.077981771,7.138910474,7.225708442,7.065337891,7.108510192,7.244232798,7.166244337,7.103831693,7.158310736,7.099327089,7.13425704,7.204960668,7.236953194,7.251562912,7.21339906,7.213264092,7.119457314,7.217326622,7.230441385,7.151502233,7.102535852,7.166583526,7.184132478,7.161696863,7.076100243,7.14885221,7.093417132,7.0527631,7.028570114,7.091327829,7.236992729,7.196052735,7.175727052,7.131263707,7.233441275,7.259157789,7.127422981,7.252963216,7.091889112,7.140118543,7.161317591,7.181800985,7.093936754,7.112422399,7.191758042,7.218113504,7.163135812,7.223694586,7.148594172,7.125475312,7.146828267,7.18633537,7.133025563,7.192051597,7.242134994,7.069172519,7.216893271,7.174216044,7.195140717,7.23540756,7.12277286,7.189816628,7.150420507,7.189673033,7.050282406,7.180033384,7.17526488,7.146297626,7.104873468,7.179554348,7.133428628,7.133112771,7.024659269,7.141258265,7.124818453,7.001907396,7.073967568,7.113440215,7.06270481,,,,,C051,[608] L-galactono-gamma-lactone 1 [17.331],,,,,,,,,,
52,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,3.557386882,3.553276046,3.629001619,3.656385719,3.788521887,3.716587578,3.648360011,3.750276915,3.806722503,3.871864702,4.036788533,4.467608106,3.822756333,3.881270504,3.972156536,3.971785938,3.931610406,3.872505899,4.017951069,3.914343157,4.162892841,4.13481437,3.410439786,3.405858399,3.963693405,3.853272224,3.524525937,3.154423973,3.930184652,5.068972076,3.198657087,4.146778989,3.222716471,2.713490543,2.797267541,3.234770295,2.85672889,2.950364854,3.923399466,3.57333584,3.539828558,3.554368001,3.525951341,3.51295108,3.589279221,3.841171694,3.717087725,3.691965103,3.771293443,3.801746619,4.03594978,3.586024382,3.945468585,4.04676822,3.693551086,3.685204134,3.973681919,4.059979717,4.033986365,3.920905604,4.144480801,3.926290987,3.975155978,4.010215125,4.478176754,4.513523896,4.416057729,3.130976692,3.749813585,4.056294887,3.869114327,3.173186268,3.527629901,4.082821261,4.312917481,3.638688887,3.533517862,3.503382063,4.104862518,3.714497409,3.161368002,4.092896011,3.545554507,3.596267126,3.807805532,4.327174959,3.705007959,3.90719631,3.109578547,,,,,C052,[738] L-glutamine 2 [14.083],,,,,,,,,,
53,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,4.31825121,4.307367656,4.30105171,4.302698819,4.257198426,4.301984394,4.310374642,4.32516661,4.320000804,4.31816772,4.304382802,4.294289827,4.2777467,4.30543736,4.274180949,4.269209299,4.328644585,4.263919983,4.296445794,4.302092716,4.457351946,4.346294282,4.351892892,4.354031566,4.360271454,4.349160923,4.338595924,4.348382756,4.375297738,4.36363078,4.348421698,4.30053027,4.288651578,4.28402445,4.328522306,4.28683805,4.300182295,4.310863174,4.308116016,4.318376415,4.324323619,4.32039557,4.333487578,4.288897276,4.288159763,4.280327919,4.281487888,4.278799314,4.301854372,4.321474151,4.351989455,4.296138453,4.319480828,4.301659267,4.322033129,4.280919663,4.313635254,4.31567652,4.309161558,4.268156577,4.290991232,4.276599654,4.274065436,4.180125875,4.371769559,4.35268408,4.359930296,4.358068163,4.356236257,4.360877297,4.343447984,4.371492709,4.385516903,4.379160426,4.318856034,4.318876875,4.318125969,4.319896859,4.265831566,4.274134748,4.282327499,4.311859774,4.304770489,4.327072717,4.354185299,4.319584873,4.314983145,4.32492005,4.34427435,,,,,C053,2-Hydroxybenzyl alcohol ,,,,,,,,,,
54,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,4.790102116,4.907765961,4.759773573,4.754745747,4.803095053,4.75591295,5.114260605,4.730087495,5.03476077,4.812966805,4.918344929,4.706913981,4.67558589,4.94709537,4.834897339,4.772549065,4.785379669,4.794899142,4.719795171,4.67660217,4.80740648,4.956014671,5.248390185,5.126923264,4.801506611,4.851582419,4.825367689,4.910683089,4.806308886,5.001469768,4.943959229,5.102612052,4.717221,4.720985744,4.890806515,4.69599797,4.619969387,4.871240082,4.852937226,4.756917434,4.789940125,4.799292292,4.809330724,4.874191805,4.774546161,4.825140389,4.726694615,5.003003593,4.904601954,4.767467555,5.174248843,4.838187704,4.79517763,4.762460987,4.815889744,5.028009723,4.929883628,4.733678656,4.82610073,4.670477786,4.757464356,4.756963037,4.896746616,4.775442959,4.929112257,4.963967173,4.857374717,5.032683215,4.942875775,4.823904398,5.042492819,4.768082856,4.834636843,4.879336769,4.777477572,4.834096292,4.691762031,4.814021064,4.855082825,4.844874631,4.624983003,4.877192753,4.640948276,5.092011443,4.91141864,4.982655594,4.87126929,4.808845403,4.751963887,,,,,C054,[3893] lauric acid [14.789],,,,,,,,,,
55,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.258733037,5.142767901,5.421073896,5.206580336,5.223106381,5.486505571,5.431283332,5.505345367,5.478100208,5.323561463,5.681309091,5.821390363,5.497362344,5.648143298,5.365090948,5.548709953,5.160492541,5.069760569,5.235768253,5.573208224,5.555121062,5.968019921,5.652769307,5.616333702,5.714528417,5.361310335,5.275898465,5.501326333,5.389327364,5.213081916,5.249846257,5.568349594,5.42092234,5.269625006,5.147540296,5.374753843,5.393015085,5.524171451,5.440105839,5.493752128,5.550639209,5.49890575,5.497732489,5.272036647,5.604997806,5.4530078,5.335830853,5.577574515,5.663991928,5.544688022,5.228218081,5.422963901,5.314396063,5.668140741,5.447080472,5.32901936,5.480798593,5.583620391,5.495540175,5.389679843,5.174931594,5.239582242,4.99550357,4.967182791,5.379537563,5.494314641,5.484221517,5.359520552,5.765812303,5.621512782,5.726964254,5.30367762,5.747964618,5.667812381,5.596911433,5.611117634,5.562567632,5.402596649,5.318015309,5.162480765,5.480218287,5.381524804,4.893178984,5.449877797,5.60197421,5.484368182,5.58240089,5.637717824,5.491668394,,,,,C055,[6057] tyrosine 2 [17.871],,,,,,,,,,
56,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,4.934755922,5.04148743,4.744253856,5.121408816,4.989156036,5.228038296,5.061116827,5.156021863,5.116813553,4.965789459,4.757866513,4.848238396,5.080990651,5.250863829,5.278030699,5.112963415,5.174117981,4.894410223,4.922839594,5.129757544,5.035409724,4.936227134,4.975849817,5.233693976,5.110821945,5.003714658,5.139671331,5.045369927,4.58671105,4.962691267,5.206790807,4.872336948,4.917977883,4.893650817,4.892995664,4.852754391,5.030000282,4.739754251,4.76615249,4.953566414,5.220654537,5.318328424,4.898900619,4.973834163,5.39720804,4.872331121,4.640093678,5.151256435,4.859270428,4.851539631,5.4072532,4.988514366,4.985655462,5.174676051,4.71914062,5.049155976,5.047496827,4.974359686,4.91960625,5.074582414,4.82087111,5.030093492,4.822514592,4.765079661,4.983161528,4.89865389,4.868144624,4.988103913,5.271323396,5.161182264,4.904839921,5.037948135,5.420011889,5.040626071,4.915426219,4.900170422,4.808156936,4.673932797,4.67476013,4.784060697,5.00835315,4.802541127,4.556193914,5.035773835,5.199011524,5.233206857,4.970825545,4.99106651,5.265452279,,,,,C056,[439194] glyceric acid [10.735],,,,,,,,,,
57,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.405069608,5.390184153,5.411814926,5.375259303,5.3834545,5.387323965,5.412932387,5.418982036,5.398162311,5.406598083,5.333005702,5.382863182,5.344824388,5.383659207,5.348429486,5.346077051,5.367521779,5.337770644,5.374882095,5.367817929,5.44379946,5.432799386,5.439896121,5.45392043,5.434364482,5.454869241,5.429828154,5.455536133,5.439492169,5.429411492,5.43451142,5.383564049,5.380059212,5.357588035,5.357031032,5.331579121,5.303561057,5.31294706,5.347179694,5.349137598,5.383962499,5.410542735,5.392211397,5.39569674,5.397592434,5.40252274,5.355321231,5.356329948,5.411735839,5.407586336,5.439542684,5.394565493,5.410853123,5.372265601,5.398325491,5.381254105,5.394794778,5.377211512,5.388751091,5.299459356,5.352477738,5.33406754,5.368327802,5.330196572,5.452333946,5.454219636,5.43992451,5.456492051,5.45288842,5.42291142,5.466969882,5.430502364,5.428191508,5.431154609,5.411506909,5.41616935,5.384668759,5.399796552,5.380598315,5.366450975,5.316442148,5.290733374,5.316647485,5.361285764,5.371182427,5.350680159,5.329556515,5.334427612,5.327675598,,,,,C057,[1889] liquiritigenin 2 [24.954],,,,,,,,,,
58,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.090222772,4.829927422,5.496475753,4.922917398,5.38072666,5.587241629,5.610924066,4.896812713,5.208215551,5.707378533,5.451703559,6.041300289,5.258575031,5.336239529,5.550890911,5.629726539,5.429594032,5.149963859,5.502786152,5.347614897,4.781633324,5.779170645,5.152196582,5.34534628,5.406603191,5.652502586,4.895538563,5.605645451,5.418175294,5.572004471,4.319376758,5.287181186,5.432770528,5.105891515,4.661538208,4.545084344,4.914591708,4.85764604,5.795474023,5.529005349,5.489590086,5.17634597,5.425550523,5.294832026,5.368046887,5.50663219,5.508187535,5.603198521,5.666169657,5.581303251,4.640610613,5.077582274,5.422302513,5.340997042,5.65421891,5.371723429,5.556764296,5.858221287,5.362836702,4.845079427,4.73525548,5.39890654,4.935950403,4.7985885,5.429414723,5.185366475,5.638104711,5.3908327,5.5161399,5.451846281,5.30112553,5.473981565,5.58736968,5.620559728,5.15247181,5.105476121,5.172494928,4.819313567,4.853095621,4.906238042,4.817697555,6.091059576,4.401917251,5.354694149,5.651685943,5.311713608,5.336725833,4.875489556,5.121540148,,,,,C058,[67678] L-cystine 3 [21.104],,,,,,,,,,
59,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,6.751666331,6.621674396,6.765455005,6.300066531,6.508988684,6.826514579,6.751341164,6.859290364,6.912685606,6.707398724,6.724713385,6.994656931,6.647784995,6.842455525,6.72368852,6.907028658,6.814021464,6.796367266,6.702701283,6.938661398,6.841082034,7.152218882,6.804537887,6.979665218,6.96108359,6.990872957,6.79788993,6.814993382,7.089911008,7.061388461,6.863763951,6.956441556,6.632875795,6.794543393,6.465230078,6.656669599,6.592909996,6.768244172,6.422219399,6.800654129,6.869540018,6.944626706,7.038021631,6.801619226,6.820518293,6.706763854,6.831716113,6.788749329,6.983216784,6.807185355,6.73676466,6.780103209,6.898880447,6.875490192,6.845145748,6.708490756,6.835896258,6.790067751,6.74768372,6.780775852,6.789003196,6.499304295,6.488387826,6.612251679,6.646482539,6.522239819,6.900161623,6.766795586,6.847825698,7.136238169,6.974021119,6.782221937,6.966526511,6.965633757,6.458059815,6.983685136,6.93330199,6.358233607,6.408644214,6.699618009,6.891079004,7.005451347,6.801355132,6.730048279,6.519897134,6.519609742,6.924838907,6.927289297,6.805698251,,,,,C059,L-pyroglutamic acid/ L-Glu 3,,,,,,,,,,
60,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,7.336910266,7.331600008,7.367669488,7.322869773,7.372874829,7.327333612,7.349164013,7.329695254,7.347408903,7.371020161,7.260054732,7.285546058,7.272164861,7.318739535,7.275721333,7.292406918,7.344851047,7.290764592,7.317954539,7.301208541,7.371847893,7.384318927,7.392409133,7.390115778,7.374071602,7.41614966,7.386766327,7.394281782,7.383575307,7.373569259,7.386608462,7.2919483,7.293468032,7.291593555,7.292770893,7.24736301,7.216808868,7.260239275,7.297175011,7.296898046,7.354440855,7.351092771,7.363097102,7.333907584,7.325682843,7.342059735,7.321534224,7.296928297,7.330599709,7.34911781,7.362544712,7.331522385,7.357868879,7.306544555,7.319722882,7.313345754,7.318844196,7.315486099,7.32265924,7.2350541,7.334739608,7.302982725,7.309786783,7.300241187,7.411886614,7.393490881,7.401233167,7.405920179,7.389764254,7.371682278,7.402040257,7.359306231,7.384213191,7.403218836,7.38836511,7.367230461,7.323679974,7.331296179,7.311543442,7.282216627,7.231729147,7.257571356,7.208735293,7.319432439,7.317347998,7.286929714,7.281176274,7.291398913,7.297068787,,,,,C060,[5281] stearic acid [20.675],,,,,,,,,,
61,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,4.533059933,4.616706516,4.551096075,4.548671894,4.5411922,4.558480566,4.568964004,4.532117116,4.557049809,4.607840891,4.566755583,4.652526752,4.584297294,4.564677898,4.565458195,4.496514519,4.54036702,4.518684992,4.575361066,4.49363926,4.289834121,4.268998959,4.336839825,4.361746718,4.33907363,4.290591043,4.31758284,4.341355375,4.288271588,4.320872965,4.317875378,4.271725469,4.312663866,4.301225384,4.227243782,4.181672122,4.234694407,4.420170366,4.439601084,4.426836454,4.61146839,4.554404352,4.580320418,4.539113753,4.546727693,4.556000803,4.575845718,4.559822869,4.555384688,4.545331862,4.61103256,4.5532396,4.546592012,4.60960508,4.557892002,4.553458229,4.526158284,4.547183761,4.534926777,4.547688576,4.545319489,4.572371992,4.545430829,4.456745495,4.385516903,4.292765404,4.288226862,4.349898891,4.333527879,4.29666519,4.274758054,4.327093167,4.32974355,4.303023169,4.226522576,4.327072717,4.270445908,4.270189543,4.190863733,4.274827255,4.242665637,4.296555506,4.045948538,4.438510705,4.476672252,4.380229337,4.420648745,4.368863082,4.439427439,,,,,C061,[440575] trans-3-hydroxy-L-proline 2 [12.536],,,,,,,,,,
62,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,7.070730411,7.127336404,7.159338136,7.115096675,7.099733354,7.17474027,7.19879494,7.111190775,7.027827436,7.20647085,7.02569287,7.078761841,7.159894595,7.011432606,7.071353908,7.177094276,7.102014234,7.065208782,7.09477241,7.040219375,7.083089557,7.152622653,7.152931389,7.169740132,7.133993881,7.133130575,7.067938652,7.174789496,7.149840756,7.099972087,7.055852699,7.093375837,7.108278816,7.09007163,7.010601695,7.077813201,7.025092066,6.989097567,6.968764262,7.022264438,7.197808505,7.1245098,7.10689944,7.06857058,7.19412519,7.18275944,7.085708399,7.180829098,7.051922644,7.099312992,7.120549452,7.11598441,7.058612268,7.053403121,7.154258898,7.181813472,7.099128619,7.187096513,7.085876855,7.086010332,7.081568756,7.119861005,7.076972717,7.157117814,7.15958587,7.008641045,7.133002287,7.095580498,7.116346325,7.152903506,7.071466726,7.137718044,7.07717601,7.138322533,7.00457693,7.102305457,7.101142076,7.073175308,7.036871202,7.107408716,7.095679252,7.058098852,6.966238675,7.100225273,7.053706103,6.945827149,7.009948435,7.048281574,7.024001845,,,,,C062,Gluconic acid lactone 2,,,,,,,,,,
63,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.883488818,5.907604278,5.885628048,5.887022269,5.961012713,5.885820718,5.862994933,5.895589933,5.922257704,5.989654013,5.870148638,5.867600643,5.831078497,5.853848425,5.84458527,5.882912554,5.895049423,5.925814695,5.919331793,5.90991209,6.004386298,5.992593278,5.930058655,5.978480446,5.993305702,5.992977885,5.967184664,6.003308416,5.99924628,5.947553798,5.981895587,5.954833712,5.854417183,5.886624377,5.807052436,5.785171752,5.819922791,5.806502182,5.936282459,5.906137786,5.872681189,5.952758066,5.876715377,5.883711958,5.894152063,5.916928518,5.883180322,5.899692492,5.85114762,5.940144287,5.992897548,5.933874842,5.89691955,5.869175375,5.899535437,5.887599861,5.917080985,5.861742846,5.934072027,5.8219993,5.867825618,5.88021431,5.929815741,5.896533382,6.029895294,6.010612841,6.017343081,5.959689963,5.920616847,5.961951416,5.981167357,5.919615657,5.94610233,5.933270593,5.977631708,5.967338266,5.949451487,5.921788406,5.913309884,5.851758417,5.792512154,5.789518666,5.77561336,5.915039797,5.966574403,5.902385859,5.855918741,5.898969678,5.875507489,,,,,C063,L-homoserine 3,,,,,,,,,,
64,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,5.52630567,5.526832748,5.526381929,5.533433945,5.487190714,5.525222378,5.534306656,5.540987302,5.52114724,5.583809532,5.53140227,5.52891927,5.52735403,5.537288806,5.540618491,5.488764991,5.566416278,5.481464128,5.511448849,5.490631185,5.60964029,5.595728739,5.617400882,5.630615995,5.628646365,5.612411899,5.622124875,5.639157656,5.600560174,5.626234604,5.63882159,5.588111409,5.590279941,5.581938286,5.599059533,5.561722553,5.527377241,5.539816028,5.518215095,5.525184796,5.534831724,5.532414197,5.541553036,5.502898033,5.510685731,5.507565796,5.526539575,5.494147634,5.526381929,5.541933524,5.570385304,5.552834846,5.554380118,5.531165857,5.53655213,5.539230459,5.545289794,5.53822802,5.511430122,5.486861017,5.520690477,5.502896669,5.468805019,5.480660768,5.647585398,5.616745354,5.627059489,5.647316451,5.638459305,5.639946438,5.655344003,5.621095234,5.641757598,5.647768187,5.582280456,5.589923922,5.594309662,5.611953667,5.553658543,5.59083515,5.533650063,5.556490654,5.518340187,5.546408159,5.535272595,5.539546539,5.542929944,5.552305544,5.569220533,,,,,C064,Myr-D27,,,,,,,,,,
65,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,6.818549184,7.006392955,7.134458096,6.943803013,6.957901234,7.241299455,7.345521424,6.942871564,6.743629924,7.272187348,6.740639681,6.935164935,7.13723878,6.71861029,6.845880554,7.340712898,6.957574821,7.175901489,6.925707728,6.809409268,6.900293811,7.107369238,7.245248062,7.261511452,7.080686649,7.101683609,6.907184318,7.339116896,7.169336623,6.986371148,6.905251889,7.053781585,7.232731389,7.09983279,6.883573375,7.178983821,6.944310944,6.859319666,6.795912536,6.946801476,7.381826488,7.006758355,6.961407709,6.841066818,7.37421178,7.223777401,6.859468848,7.190542322,6.799645689,6.904846247,6.955229118,6.998284018,7.226702088,6.849648479,7.105975023,7.209517186,6.953447796,7.213303612,6.917544211,6.885793603,6.939289615,7.03157718,6.897087847,7.156618045,7.211211904,6.792710919,7.142010733,7.004859007,7.200063899,7.225324947,6.912266334,7.106023439,6.942340025,7.125859084,6.798464943,7.093333136,7.078038599,7.009605294,6.952946186,7.235269737,7.209795741,7.165174531,6.759060692,7.197937321,7.005036682,6.736742366,6.884800517,6.991796444,6.90022223,,,,,C065,[24749] D-glucose 2 [17.625],,,,,,,,,,
66,473.3081912,473.3,473.3166667,265.7881877,263.2866183,266.8279468,44,25,19,6.103371605,6.10544478,6.085903226,6.109545138,6.081690359,6.073702957,6.053597749,6.128582125,6.225310833,6.013225386,6.09460772,6.084307039,6.054107232,6.052047982,6.071723719,6.050624486,6.023239287,6.043361885,6.022789514,6.028299123,6.108029605,6.156674213,6.131933205,6.124313445,6.152702562,6.106787684,6.094350921,6.065304412,6.117922911,6.603499677,6.102726224,6.05963081,6.054801821,6.017760174,6.002929834,6.003529893,6.001137663,5.979884663,5.992816312,6.011640213,6.105698168,6.122709219,6.11766066,6.090597312,6.102555812,6.095499569,6.090044205,6.083283984,6.106778515,6.118128099,6.111199315,6.120139749,6.10193738,6.122194573,6.08270317,6.093735035,6.0821967,6.072719608,6.122259797,6.075035361,6.045840693,6.031597897,6.051923916,6.055706222,6.174843042,6.133425211,6.116483879,6.109524215,6.119525425,6.117948731,6.109942837,6.108122048,6.145850619,6.097130579,6.080352622,6.09683496,6.237712849,6.223595353,6.259426627,6.017257528,5.980620041,6.015157233,6.008828755,5.988287326,6.043415333,6.215663996,6.009284285,6.071023981,6.029905429,,,,,C066,"[262] 2,3-butanediol 2 [6.55]",,,,,,,,,,
