,O43866,O75015,O75636,P00450,P00736,P00747,P00748,P00751,P01011,P01023,P01024,P01033,P01034,P01042,P01591,P01834,P01871,P01876,P01877,P02647,P02652,P02654,P02655,P02656,P02675,P02679,P02741,P02743,P02745,P02746,P02748,P02750,P02751,P02753,P02763,P02766,P02771,P02774,P02787,P02790,P03952,P04003,P04004,P04275,P04278,P05155,P05156,P05160,P05452,P05543,P05546,P06276,P06727,P07225,P07333,P08294,P08519,P08571,P09871,P0C0L4,P10643,P10909,P13591,P13598,P13796,P14151,P15144,P16070,P19320,P20742,P22105,P22891,P24592,P26927,P27169,P27918,P29622,P35858,P41222,P43652,P49747,P51884,P55058,P61626,P61769,P80108,Q10588,Q12805,Q13201,Q14520,Q14624,Q15848,Q16610,Q6EMK4,Q6UXB8,Q96KN2,Q9NPY3,Q9UNN8,Q9Y5Y7,Q9Y6R7
RL103601RS,13.97781524,6.029162726,14.71157572,17.34553674,12.7818998,15.23855118,13.04132703,15.89538879,17.83031732,19.35397087,15.02081108,12.72558761,12.58528753,16.21579665,12.77912398,13.23161555,15.42373592,13.76335525,11.56831107,17.93174857,15.23429184,12.21943654,13.04563607,13.56459884,8.302690399,9.163877542,15.00857555,13.70680808,13.49976807,13.77233674,14.74055712,15.1850034,13.45658515,14.17448851,17.87823344,13.09340989,9.409552336,17.54399899,13.04369053,16.90717407,14.09085671,13.34215738,15.2240593,13.99070074,14.51550974,16.12723184,15.50796118,12.744998,14.24089157,14.53955771,13.57230814,11.79270226,15.40542493,13.336514,12.55887337,12.50196827,8.970660861,12.53621629,14.51201883,11.8155899,16.15572201,14.42505031,7.507530855,12.6759605,7.910790718,13.58495162,11.63621052,13.19158227,13.07768649,9.384000823,12.01111902,12.05188405,10.5422846,10.31199073,14.17453021,13.06625801,13.51386761,12.33910929,12.39189527,14.9953282,11.99217481,14.26681529,13.2498028,13.23306723,12.19528574,11.40805555,11.71281088,13.5026213,12.86278641,13.41249687,16.12177216,13.33590828,12.12210367,12.54782279,11.69059958,9.301563093,12.48805329,12.36290022,14.21883653,12.71156889
RL102601RS,13.95272524,10.70843243,14.02258995,17.15114395,12.90007378,15.22371911,12.56660066,15.7569678,17.12425038,18.80645358,14.97252284,11.85371303,12.66659513,16.08755692,12.81085701,13.02315956,14.5218975,14.3750666,12.30823647,18.553451,15.85274928,13.11127406,14.45883821,15.2987447,9.852502743,10.01397952,13.43029321,13.8883786,13.09687987,13.28292246,14.55996726,14.87445304,13.71393166,14.44618956,17.01666489,12.87346558,7.956148178,17.17087975,13.82371792,17.54449263,13.64507917,12.95273654,15.25930787,13.90129219,14.68103495,15.50196025,15.13635912,12.62588053,14.44688596,14.06570729,13.61210695,12.02353265,16.13601588,12.91639316,12.03332909,11.85341772,12.70298341,11.91846477,14.4346235,12.55014308,14.9863362,14.49705161,8.512797555,11.85263636,7.34351921,12.71936574,10.75622786,12.6196463,12.42415301,8.958398538,12.01643342,11.94156138,10.60711107,10.1695306,13.59251608,13.0947083,13.62360224,12.64544406,11.8522093,14.71182902,10.76678342,14.24263721,13.06217649,12.99157574,11.99606086,12.71539535,11.30639654,13.44801894,12.18565984,13.13668403,15.80702341,13.60469303,11.93163143,12.29349641,11.34465428,10.84218548,12.32958084,12.23778205,13.85673976,12.61177976
RL110301RS,13.95984073,7.872351769,13.4163206,16.91821268,12.82940529,14.61303539,11.65569959,15.2149676,18.32208136,18.55473646,14.47305311,12.96926563,13.1391208,15.13823615,14.19337431,13.60084505,16.51856022,14.53425584,12.30760491,16.33354131,14.03021456,10.63872474,12.27569757,11.89500357,11.24811018,11.3187265,16.51531489,14.0120011,14.12839962,13.93307839,14.65030903,15.5400906,13.38465805,14.27322132,17.70025301,13.04737057,8.516937759,16.72653966,11.03252256,16.50781458,13.1009675,12.46685941,14.56556878,14.99637319,12.98474814,15.95863708,14.85756988,12.18236024,14.02131096,13.92313551,12.92796105,11.91827349,15.72808785,13.25225334,13.21389216,13.35190586,8.033192318,12.18261866,14.26638243,12.22823364,16.03304207,13.82017736,8.930622331,13.0999346,8.257160316,13.88367115,11.59775692,13.49212727,13.48900389,8.694919197,12.93243977,11.30158519,11.54139619,9.018994503,11.77059329,12.87602259,12.51597103,12.09355336,12.90372207,14.41976846,12.78211428,14.58166521,13.74607203,13.23492132,13.62925718,10.28412298,12.34598522,13.95625627,14.27538,12.87969598,15.59976443,13.73822388,12.62189036,12.62936748,11.2890857,10.16931635,13.4487495,13.58097888,15.84858148,14.42854505
RL111001RS,14.43252574,11.04059819,13.70535252,17.03401788,12.742354,14.85761606,12.55340487,15.30508144,17.81343346,18.57258347,15.39956804,12.54257203,12.72461503,15.64170413,13.55621732,13.47032715,15.51237053,14.90541084,12.21342895,17.61104713,15.50211549,12.62418405,13.29350541,13.75819861,9.792109508,10.20095326,15.27746015,14.06678933,13.26544643,13.22338835,14.70048197,14.92991692,14.21798216,14.28491705,17.45210227,12.89090357,8.18076301,17.27050568,11.00682548,17.00130845,13.36986069,12.98995463,14.6621207,14.15941843,13.4286835,15.93876871,15.00555911,12.60610433,14.19411454,14.20880663,13.52484545,11.70976621,15.51775196,12.83140408,12.66100494,14.38317038,9.788610312,12.20044573,14.54096274,12.91512499,15.71508742,14.0817709,8.191584503,12.4199483,8.213168962,13.39272381,11.49464302,12.78896195,12.89270465,8.75287218,12.42924289,11.89907778,10.57606169,9.605904451,13.39322141,11.90279158,13.0386274,12.65432857,12.52896689,14.33138693,11.98329668,14.4634496,12.9081305,12.68613811,12.59686105,11.66102449,11.61118614,13.41739852,13.09458384,12.65981671,16.00913654,13.35690502,12.21332242,12.11140311,10.99926283,10.38784727,12.34042188,12.64295242,14.62410297,13.05834659
RL110001RS,14.49346502,11.26065074,14.48994849,17.36325486,12.40316151,14.85771454,11.95030119,15.14728815,17.35134277,18.77676389,14.61331987,12.22435093,13.05209715,15.85094224,12.75636819,12.66051585,14.69565777,13.36813333,12.83854963,18.05253286,15.72152045,11.89217958,12.59627499,13.81630437,11.11355377,11.30663193,14.33945323,13.77587167,13.18120376,13.22402081,14.61830381,15.16247335,13.59946782,14.54046081,17.53763928,13.0125005,9.902139703,16.91911933,12.64371124,17.18926865,13.70788876,12.63901662,14.93324427,14.20969481,14.07702014,15.96698603,14.70336825,12.26924615,14.46970658,14.19900904,13.42620333,12.01493441,15.71603709,13.03653334,12.40018176,12.496813,10.3244745,11.35567751,14.32284642,12.56740695,15.79620048,14.00698543,8.714672834,12.47289972,7.156064684,13.35788742,11.36589636,12.92988871,12.91299021,8.850604986,13.063885,11.54483602,11.28542614,9.518745423,13.65469994,12.67498854,13.03430446,12.58270929,12.39979391,14.54768354,11.76134677,14.12906929,12.91828629,13.37145728,12.63961419,11.94664228,11.71715972,13.33110583,13.59998583,12.70335871,15.84584294,13.54952243,12.56821988,12.27316773,11.02669803,10.04091091,12.57540409,12.61255507,14.38310767,12.40316151
RL101001RS,15.26238093,10.40645586,14.11545837,16.96505028,12.56313083,15.15849542,12.35363507,15.43643997,17.38703698,18.76365878,14.47890648,12.23275656,12.19065,15.31544914,15.43305618,14.16842429,18.00168884,16.01453893,14.43182729,17.63471864,15.10639432,11.89265938,12.5750143,12.85093326,10.63043526,10.72687428,14.59982915,14.29726929,14.13584983,14.01572766,14.68869075,14.80209897,13.74579095,13.95746315,17.10348465,12.74937054,8.147642318,17.02474594,12.40532274,16.96836273,13.31022697,13.56074638,14.74253692,14.65051545,13.96487714,16.16049503,14.78979903,12.26241824,14.15772849,14.15701658,12.92906357,10.82468387,15.75146951,12.72611189,12.69196531,11.97298456,9.033929618,12.14332655,14.29505246,12.62169531,16.47708988,13.91566764,8.183807105,12.74929597,7.683477529,13.70713951,11.3538051,12.75215551,12.86765142,8.849329669,12.28840534,12.27924399,10.32018256,9.759916165,12.69371365,12.53507232,13.33172265,12.33777541,11.6080513,14.65861866,11.27306913,13.76471122,12.90608835,12.62975354,12.12352581,11.36499519,12.00051643,13.38773918,13.14705825,12.68326679,15.99725425,13.28163625,12.44733878,12.31381834,11.09938895,10.03603193,12.13790514,12.46101455,14.34472733,12.5144521
RL100401RS,15.19409976,11.04873584,14.27521593,16.9458086,12.5677128,14.5415026,11.85746946,14.84005786,17.25814908,18.9746964,14.23472988,12.20427934,13.20981081,15.7861124,13.57090092,13.70963285,15.50292756,14.94951808,14.42613185,17.569621,14.87437737,12.37626976,12.4452554,13.01741159,11.06022522,11.36762133,14.0475545,13.52824129,13.6485652,13.8312809,14.44062061,14.64121359,13.86986452,14.13474353,17.24695799,12.92002785,6.379713337,16.30491152,11.8109976,16.95509587,13.52603515,12.83307654,14.63348621,14.63240503,13.84911644,15.89443499,14.7650342,12.23488067,14.43151497,13.95958527,13.33288843,11.63736571,16.20721769,13.11471709,12.71854446,13.41237857,8.730614912,12.0305249,14.30719425,11.64972905,15.88477669,13.82030097,8.120067884,12.56986091,7.829128223,13.64527068,11.59083607,13.30059827,12.92353219,8.65134399,12.45041,12.2656611,11.1141798,8.776684153,13.26485937,13.00877677,13.39904175,12.02120446,12.67232164,14.50809211,11.03490742,14.29066227,12.96043097,13.2206709,12.7807392,11.68845409,11.90328473,13.47544207,13.63448252,12.48092082,15.78952588,14.19247967,12.90190611,12.7341591,11.01550986,9.820019411,12.78335093,13.59300525,15.56934597,13.6436407
RL105101RS,14.53031416,11.50952279,14.43043083,17.1241763,12.63519156,15.3593871,12.72894712,15.53789209,17.24159091,19.48278267,14.78002286,11.80786241,12.06786897,16.24140124,13.86145034,13.30344993,16.68069947,12.30647115,11.13041886,18.822235,16.49866339,12.79270342,14.57490583,15.24470164,9.316833434,10.13826541,11.86831674,14.22641864,13.49735496,13.5451499,14.55118999,14.99131673,14.12387817,14.29267223,17.47066225,12.93696846,8.759398096,17.45898774,13.04193458,17.29855199,13.95596444,12.82037698,15.38815207,13.93672122,15.01499625,15.87811269,14.7368399,12.27225026,14.31465169,14.51258813,13.61410934,11.77014372,15.2166646,12.73509971,12.11010603,11.62329078,10.17886429,12.07227936,14.23573278,12.82061578,15.88162538,14.48502951,8.616760043,12.41389788,7.361286067,13.41428444,10.51050194,12.41931824,12.68699725,8.905888214,11.95908128,12.1598586,10.26391893,9.580597793,14.19021852,12.56786012,13.96751855,12.95233681,11.62199449,14.75655701,10.85221812,14.20596407,12.89641709,12.6777448,12.00539862,11.89032912,11.31810226,13.20199887,12.74162293,13.31324528,16.06489582,12.7082319,12.84389773,12.25772219,10.99407239,9.766601965,12.17027511,12.34806923,13.77960997,13.24056944
RL104201RS,14.05671685,8.513998988,14.40246654,17.60285816,12.73713836,15.3786027,12.76102082,15.84755142,17.78670746,19.20856481,16.1327954,12.46846068,12.35007411,16.7170102,13.2862292,13.59800884,15.84184353,14.5104948,11.96164119,19.46947916,17.30703203,13.22290787,14.30335596,15.58397173,9.799635192,10.83438689,12.74309556,14.1869301,13.19997767,13.57335846,15.01069909,14.90632642,13.60033909,15.55590989,18.16818756,13.06028271,9.602924367,17.26840855,13.16472643,18.09920946,13.90339821,13.55041835,15.42812064,13.42971767,14.97271509,16.36360226,14.76121673,12.73910973,13.93852901,14.29571301,13.82644146,11.61283027,15.50782741,12.94923805,12.19910251,10.56654775,10.94294931,12.2865804,14.44445287,12.65916041,16.00107835,14.95319653,3.587393744,12.33795949,7.583280164,12.84451216,11.28682428,11.16476859,12.2718703,8.699649973,11.3765584,11.9515825,9.901561486,8.090621317,14.44061482,12.17625078,14.04257987,12.99701426,12.12880357,14.61220841,10.00189475,14.53647537,13.40351678,13.11641176,12.38825195,12.22155668,11.32872881,12.91551068,11.98594853,13.36711013,16.27025128,13.046022,12.7789505,12.38079026,10.40716699,9.937421083,11.70010364,11.54833658,13.28768626,12.18617578
RL106501RS,14.60433572,9.985231043,14.53119234,16.62459428,12.12622246,15.42324035,12.44105758,15.78295473,16.55964716,19.39676639,15.39862567,11.61671611,11.97790108,16.05572802,13.51610314,13.44623491,16.05869235,14.29021961,13.08453704,18.67148856,16.42695857,13.50835178,14.48905028,14.80358111,14.49465115,14.66622442,10.3893336,14.14856903,12.58797019,12.27541759,14.00496289,14.21346238,14.34001546,14.18316203,16.0016384,13.40832793,8.223520197,17.16415804,13.09034251,17.04018741,13.67592827,13.28809615,15.1568098,13.60387617,14.49662099,15.88481014,14.91541014,12.30259558,14.33413532,14.41193096,13.3964743,12.03655358,15.27831491,12.80502322,12.0361202,11.69291397,10.82540498,11.59278587,13.94810812,12.23592767,15.0563869,14.76841056,8.759057289,12.22503403,7.362436982,13.41464666,11.22096725,12.50623725,12.03789585,9.521802094,11.92174255,12.51316606,10.30284726,9.223477777,14.12164413,12.10840248,13.99924016,12.62720572,11.93012514,14.60867536,11.17032459,13.77157432,12.98888705,12.47728168,11.69456375,12.64681772,11.33619311,13.10274471,12.09525869,12.9673543,15.93465019,13.48723806,13.04221531,12.10146241,11.09583495,9.764415202,11.80866677,12.0878023,13.9109044,12.8955279
RL104701RS,13.90839857,10.99205682,13.7433992,16.81458137,12.57195096,15.02781353,12.30183726,15.50592192,17.26967826,18.60055974,14.99869349,12.52891229,12.82385316,15.66326376,13.54726673,14.12185745,15.92629605,15.29667106,12.9563082,17.19735727,14.58049726,11.95258826,12.3219918,12.18654496,11.71720092,11.881757,14.68243825,13.66319425,13.59843171,13.69941143,14.47643273,14.23160678,13.9363062,13.42063492,17.08557511,12.8404112,9.04871359,16.83384041,12.15677951,15.93223214,13.18672708,12.97970253,14.87667213,14.21201209,14.28011692,16.00027832,14.85723578,12.14990577,14.62152504,13.97860983,12.8524481,11.86663822,15.79095736,13.05070984,12.91029672,12.29557764,10.35408838,11.69129593,14.31854137,12.12980827,15.9356168,14.08268815,8.377908148,12.57935227,7.826481698,13.83831487,11.74166134,12.88685768,12.65223187,9.484848086,13.34988161,11.14396976,10.50278217,10.03979244,13.55253308,12.64715157,13.1771807,12.29350875,11.93448739,14.67242795,12.49514753,14.47241139,13.26534806,13.08202887,12.53037173,11.60272352,12.07981886,13.53112637,13.04212487,12.88876247,16.06026611,14.8850238,12.74160831,12.37567228,10.67145917,10.10965647,12.45975492,12.18437789,15.0803997,12.71301209
RL107801RS,13.91750228,10.84134704,14.47656464,17.1109539,12.71807509,15.71388642,12.91954401,15.72179902,17.25965533,18.8025387,14.99787165,12.18409247,12.75361171,16.35063081,13.08718755,13.45805078,16.07338809,12.3721994,11.16657562,18.45020679,15.90805642,13.41307831,14.63761531,15.40970433,9.740262659,10.19470185,12.3158465,14.28086606,13.60570395,13.68881235,14.98495897,15.15140124,13.67992425,14.40937055,17.68219876,12.79163625,8.636691547,17.35509386,12.82877187,17.75390304,14.08195067,13.22403557,15.48808779,13.77938453,13.91099396,15.73338773,15.45822853,12.17506043,13.89958496,14.41250711,13.94438196,11.52487355,15.38176908,12.92075887,12.18506329,12.35368943,11.77381885,11.87049306,14.58346441,12.62418798,15.61668487,14.48166558,8.387624289,12.32268153,7.258403494,12.99513459,10.94972549,12.60010974,12.14872364,8.747710101,11.49372681,12.50783312,10.6519067,10.29766067,13.88940088,11.78386047,13.60377667,12.72085532,12.24886207,14.39776316,10.8867283,14.0571731,12.99914441,13.21515775,12.59212317,12.27623923,11.29455749,13.1296502,12.33113641,13.23902024,16.56632797,12.99315183,12.51619306,11.87576801,11.1593333,9.833001078,12.0402432,11.81970751,13.59442344,12.48932224
RL102401RS,14.27727159,11.70384422,13.92382516,17.19421035,12.65420117,14.81139653,12.30579418,15.29636878,17.33066176,18.75600374,14.72723159,11.96588196,12.3872617,15.88421054,13.42857664,13.47448587,15.77485312,14.48374627,12.47113887,18.3626126,15.56374241,12.64575278,14.10643775,14.57832952,11.14458882,11.34756383,14.13056988,13.48628843,13.29061566,13.41827409,14.62229994,14.85750684,13.63687809,13.99706925,17.26873732,12.84788969,8.783598154,16.87316262,11.65506216,16.7340232,13.44079741,12.41787197,14.63915777,13.91843237,14.43756188,16.07921173,14.89751769,12.14569296,14.34344078,14.03575024,13.29535293,11.78296535,15.57330253,12.91343812,12.76983634,12.90841719,9.62795993,12.1321711,14.29532626,13.03675355,15.85689742,14.08765414,8.313996334,12.31163111,7.514153094,13.93984322,11.27576339,12.75163927,12.81943144,9.277036261,12.33048054,12.53796216,10.09388358,9.290900889,13.9352444,12.72331657,13.39347922,12.18283558,11.7399922,14.65735364,11.04909655,14.26523037,13.03623261,12.40927663,11.9892755,11.71176892,12.08236024,13.33275152,13.06492412,12.70162058,15.73364229,14.10730075,12.933,12.47867095,11.43841656,10.02962779,12.16288137,13.00502937,14.33491408,12.51226672
RL109501RS,13.60495922,10.07740669,15.18724098,17.22292103,12.4693869,15.77598998,13.25124866,16.04810899,17.72160501,19.34990569,15.31100673,11.94983516,12.04872063,16.41051981,13.06639341,13.28795318,16.07244318,11.98301012,12.27042717,18.87793919,16.70868325,13.27289301,14.76194618,15.7428984,8.303094858,10.22985751,10.91888514,15.0698775,13.1985969,13.3428172,15.18513651,15.11534662,14.03392403,15.38420682,17.80599096,13.34944024,8.505011422,18.26655437,13.73719827,18.04612393,14.33326343,13.1150972,15.87625176,13.46757503,14.82933864,15.78050908,15.46005082,12.53139103,14.17565694,15.04189032,14.11209781,12.56553349,15.72825966,12.91053768,11.17596497,13.34871997,11.64280274,11.52893324,14.17653843,12.14681483,15.27701977,15.00216088,8.404210663,11.52277255,6.74231822,12.8315494,10.84268885,12.26866564,11.73110011,8.742089406,11.33641444,11.70392552,9.721901153,10.10228204,14.84850549,12.6527854,14.58746797,13.49332122,11.52908953,15.06231952,10.75107483,13.59218729,13.03819509,12.44695792,11.96871139,12.92514057,10.82695152,12.63244015,12.08795924,13.27856258,16.25623512,11.28692064,12.42444941,11.93560779,10.44894804,10.43326217,11.39257003,12.34946589,12.08577665,11.90439026
RL105901RS,15.06453802,8.39778074,14.24350851,16.78753273,12.63587741,14.91808199,12.38034031,14.76910603,17.71134683,18.75863675,14.89158822,12.35895994,12.79703932,15.40651049,14.49790545,14.28276358,16.90336294,15.50683747,13.44789726,15.91745075,14.18036746,9.987804636,11.76928406,10.92909354,11.2679386,11.46732093,15.74436725,13.04592905,13.99191487,14.10930145,14.51442317,14.72766865,13.61894765,13.09427693,17.60804973,13.08200804,8.644426953,16.42741666,11.71104998,16.29352413,13.43283085,12.30124072,14.94806235,14.56752317,13.39572236,16.0657434,14.98432051,12.12526416,14.21832325,13.60180363,12.62552459,11.9913025,15.16338896,13.37485564,13.40921573,13.98244791,10.14664164,11.7655313,14.28567234,12.63460948,15.98595925,13.52813998,9.620609541,13.18608579,7.325850687,13.92046,11.67801253,13.56064584,13.19697463,8.765912356,13.16866675,11.98178669,10.98094098,9.78881999,12.42742905,13.17944562,12.61496939,12.19963707,11.79592614,14.30860397,11.77544423,14.54706006,13.30356252,12.95436067,12.5186253,10.58616933,12.67553694,13.74006608,14.21864822,12.39349879,15.27283983,15.18305436,12.97436084,12.8074291,11.2599822,10.09604897,13.17992784,12.84354016,15.71571954,13.56878085
RL102501RS,13.59263061,10.41290909,15.10154929,17.46795229,12.30124055,15.62333366,13.16872035,16.41931234,17.71640182,19.37372955,15.8251463,12.10371992,11.75275521,16.41037311,13.02619952,13.59671403,15.22920923,14.36749325,12.56819801,18.50074933,15.95894191,12.93947268,14.85234943,15.93751008,8.30419585,9.477199775,14.03471103,15.15865273,13.19653812,13.35821973,15.41893307,14.95517694,14.64240183,14.7344468,18.12882061,12.77153118,11.01667605,18.00951048,13.76928557,17.99338517,14.2544416,13.78738081,15.80451762,13.44442764,13.55422388,15.74680595,15.74212566,12.43145741,13.72992097,14.41810931,13.90831733,12.91578561,14.72916374,13.11743683,11.51731792,11.1052965,12.23053789,11.93399244,14.53242766,12.21357214,15.74515309,14.84300232,6.477013613,11.75031383,6.254250338,12.84780546,11.1956452,11.80827709,11.45017107,9.024123777,11.23520614,12.91831474,9.348228927,10.05208371,14.65965998,12.39197926,13.97441147,13.63935342,11.05608823,14.9248894,11.002239,13.75672472,12.76684697,12.3183515,11.41425228,12.64116049,10.65542994,12.5556531,11.97888952,13.31676341,16.30398136,11.81605121,12.38322078,11.74602762,10.72251586,10.27697483,10.64547293,12.10022157,12.60972195,11.9793695
RL108001RS,13.75542645,10.34335639,14.28193713,17.2691981,12.69517034,15.26606113,12.77193127,15.95504532,17.73893904,18.96475115,15.29410234,12.3480694,12.58982867,16.21143323,13.36662641,14.06480108,16.47927548,13.8848602,12.15542041,18.3470509,15.48270749,13.26716399,14.80923241,15.85178038,10.96840088,11.50130277,14.60308392,14.6031794,12.49391164,12.80443293,15.21653998,15.24925704,13.67426768,14.52530705,18.01923227,12.6040647,9.23979077,17.66053459,13.11682013,17.77683279,14.01401125,14.03369422,15.33565945,13.66992679,14.18321088,15.98289533,15.34851592,12.12627701,13.86722667,14.15181389,13.65896428,11.21108656,14.84337502,12.95265884,11.71720298,12.4307945,11.20775756,11.97247064,14.39088831,13.37455394,15.75456554,14.64881003,7.526294028,11.76330815,7.379197082,12.69308994,10.6876566,12.31388256,11.87237893,9.712860568,11.37654479,11.91986108,10.32026828,9.576878518,13.70355483,11.780716,13.47048861,12.50856676,11.41932687,14.23424399,10.77494067,13.65322512,12.71559473,12.91316083,12.22277817,11.94306854,11.09640374,13.44061787,12.51229751,13.04717794,16.11365532,12.83313795,12.30981307,12.03654865,10.72408085,9.636667295,11.90408912,11.63442755,13.77768825,12.45126905
RL104001RS,16.16865754,10.67301384,13.98163276,16.91100586,13.37055579,14.8500123,11.50395185,15.52900289,17.66053223,18.21154536,15.24466024,11.94790406,12.67627032,15.41710949,15.7745359,15.96555312,14.65415655,17.4445293,13.06476773,17.66893943,15.61688664,13.07198511,14.11556756,14.47804642,9.882022719,10.34315403,14.6132632,14.12086722,13.56452583,13.23540788,14.78407821,15.36140469,13.62035277,13.95198092,17.68261379,12.58940914,8.088104106,16.80732575,11.61958163,17.04606299,13.05077233,12.44118369,14.73371851,13.04594503,13.9214985,15.78134275,15.01098471,11.85878586,13.87461406,13.28705298,12.57029492,11.18924461,15.80506271,12.59690835,12.1200312,12.52102615,11.10796581,11.90256003,14.58273487,13.9201723,15.46863492,13.72259444,8.953663427,12.32784528,6.839383616,13.43733303,11.28475072,12.25127473,12.38176254,8.606208998,12.2622467,11.86925629,11.23660603,9.807097576,13.06257271,12.14749097,13.36503928,11.37364648,12.08221225,13.99296497,12.74283745,14.29875773,13.07314408,12.89029976,13.38244099,11.23748143,11.37019323,13.70990405,13.22168028,12.69272448,16.34421349,13.61727505,12.59604352,12.2574564,11.14502782,10.10840607,12.05782051,12.07128901,14.01482469,12.36952037
RL107601RS,14.47142652,9.798032659,14.01254581,17.35446309,12.84595106,15.1575384,12.19365348,15.50840984,17.68394147,18.53170376,15.41398769,12.1664008,12.67079403,15.89211268,13.6691352,14.0150969,15.40166878,15.1471032,13.5174684,17.77485923,15.45717186,12.89271925,13.39108164,13.75236029,10.80749896,11.15770195,14.69979145,14.56044847,13.64025683,13.5458256,14.98328202,15.17758724,13.74922451,14.17759013,17.7974007,12.6287184,7.771587034,17.26651,13.24928633,17.55993179,13.77137948,12.89512291,14.99064463,14.28011897,13.71894418,15.64952516,15.07545453,11.9249685,14.00942823,13.74895648,13.31059769,11.67669361,15.50477642,12.93899989,11.85838675,12.54264981,11.0116096,12.05465258,14.43538524,12.21849949,15.48421537,13.96262343,8.967370987,12.12845966,7.883451048,13.29401608,10.9439255,12.50253482,12.28297512,9.22767639,12.04940699,11.01665268,10.46219005,9.409538496,13.79348849,11.80305716,13.59087877,12.00998168,11.96919631,14.47287587,12.58761702,13.91424642,12.88229959,12.76335914,12.5188091,11.69587687,11.08211701,13.41782635,13.00482164,12.76504688,16.13539728,13.78563617,12.23682158,12.31639161,10.82494189,9.922222208,12.17093029,11.98511149,14.33103941,13.31170785
RL105301RS,13.74732382,10.34238671,14.58279816,17.03255113,12.52097579,14.93982347,11.97350415,15.47581296,18.6653942,18.94771818,15.17697824,12.69720841,13.17966197,15.96775598,13.42019896,13.59215782,16.31663336,13.64569162,11.30668991,17.37975976,14.86567161,13.36082913,13.32416013,13.50425753,11.62987167,11.93541016,14.72350447,14.5230538,14.11444882,14.03149414,14.53043059,15.23762112,13.72319484,15.15744783,17.22311371,12.79949354,8.438697496,16.34494757,11.8385183,17.12943171,13.49667595,14.48022268,14.49714048,15.40040295,13.67740232,16.67580262,15.11004804,12.14487711,13.47498571,13.51366672,13.57665836,11.64300799,14.68113825,12.99059161,12.47019679,12.6594202,9.955445918,11.96187667,14.28279387,13.7119053,15.75357098,14.2194859,7.572337123,11.9881116,7.628466422,13.48038655,11.66455082,12.33068249,12.91112337,9.375872693,12.25918795,11.3860253,11.31494697,9.377971553,13.47709213,12.07363125,13.51209599,10.13962216,12.38739904,13.73974934,11.06794993,13.73861543,13.18449964,12.89087995,13.06894092,11.31002086,11.75761356,13.29706437,13.60779727,12.25296775,16.43969043,13.83922516,12.28730175,12.38939,9.871306463,9.794021432,12.16074739,12.25294764,14.87095896,13.78861173
RL106401RS,14.78865571,11.56019632,13.91240981,17.2489416,12.48876549,14.76597987,12.25354025,14.83027405,17.98087061,19.17662324,14.47526929,11.94166442,12.79143396,15.44184338,13.46734885,13.17338181,16.06716252,14.19525525,12.43965003,17.32237994,14.34311661,11.36522124,12.18960236,12.53576638,11.31586135,11.73740845,15.04546592,13.51617109,13.64041084,13.89081188,14.4334858,14.82164832,13.72335183,13.62277229,17.65758833,12.98190475,8.573104528,16.73378182,12.14921666,16.82311619,13.2653144,12.24904191,14.55421846,14.64912778,14.03594475,16.34382632,14.93441597,11.91270093,14.39274198,13.65119326,12.78269662,11.25009087,15.98289574,12.60939724,12.96414909,13.21205837,9.959349353,11.91423302,14.0645216,12.24033861,16.2808866,13.90899901,7.732578627,13.24558027,8.00479006,14.1013589,11.54068473,13.23536121,13.56363133,9.961353797,13.28783396,11.65508124,10.77267643,8.747713581,12.76815604,12.87070782,13.01525368,12.05782317,12.31577868,14.3540459,12.56794372,14.73562734,12.74020351,13.17143999,12.77719145,10.6802455,12.34622513,13.48049986,13.78392626,11.87309568,15.79850508,14.28675573,13.08053318,12.70975448,11.0498296,9.349521329,13.20784813,12.98708515,15.31366318,14.71642461
RL103801RS,14.68504292,11.12413847,14.08611174,17.19118138,12.78812021,15.17331692,12.54797312,15.68667081,17.66995703,18.69909861,14.98456747,12.18495594,12.54587527,16.23300601,13.21331571,13.55404017,15.5045933,13.76778356,12.44818184,18.364098,15.87740031,12.85948319,14.03062225,14.72075618,9.805920898,10.07275492,14.15381377,13.5716645,13.47967961,13.40095599,14.46527871,15.38824472,13.58489439,14.04644979,17.63549647,13.26404177,7.375992094,17.46120264,13.30788182,17.71225962,13.74329118,12.54649749,14.83345588,12.94577531,14.04734341,15.75845609,14.94348157,12.19828214,14.50105717,13.81157948,13.03378259,11.94084882,15.77587362,12.79120098,12.39113299,11.73792415,11.04734119,11.89682359,14.2618621,12.75910204,15.8230315,13.98352722,8.102284308,12.71729827,7.029311798,13.85071103,11.7492115,12.16286347,12.45285171,8.377287225,12.07512325,12.18266634,10.71990978,9.690641671,13.3710472,12.78982136,13.45768479,12.38542789,12.07712232,14.76806646,11.00187079,13.78181929,12.83886533,13.02960868,12.94544963,11.9362316,11.70333235,13.28672708,13.34900319,12.84074653,16.05599904,13.74282134,12.5259637,12.3054773,11.2109699,10.45803319,12.00352006,12.4352671,14.25679124,13.16703661
